Code	File	Line	Column	Kind
        const res = await authApi.post(ep.path, { data: prepareForPut(item, []) });	D:\Rutba\ERP\packages\pos-shared\lib\pos\save.js	157	34	
        const res = await authApi.post(ep.path, { data: prepareForPut(purchaseData, []) });	D:\Rutba\ERP\packages\pos-shared\lib\pos\save.js	138	34	
            await authApi.post(crtEp.path, {	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	511	26	
        await authApi.post(excPymtEp.path, {	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	496	22	
                    const res = await authApi.post('/stock-items', {	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	338	46	
            const res = await authApi.post(createEp.path, { data: createPayload });	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	109	38	
            const res = await authApi.post(custEp.path, {	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	184	38	
                const res = await authApi.post(pymtEp.path, {	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	236	42	
                const res = await authApi.post(siEp.path, { data: saleItemPayload });	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	293	42	
        const retRes = await authApi.post(srEp.path, {	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	422	37	
            const returnItemRes = await authApi.post(sriEp.path, {	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	471	48	
            await authApi.post("/app-accesses", {	D:\Rutba\ERP\pos-auth\pages\app-access.js	46	26	
                window.parent.postMessage(	D:\Rutba\ERP\pos-auth\pages\auth\iframe-callback.js	23	30	
            window.parent.postMessage(	D:\Rutba\ERP\pos-auth\pages\auth\iframe-callback.js	33	26	
            await api.post("/auth/forgot-password", { email: forgotEmail });	D:\Rutba\ERP\pos-auth\pages\login.js	83	22	
            await api.post("/auth/reset-password", {	D:\Rutba\ERP\pos-auth\pages\login.js	103	22	
            await authApi.post("/auth-admin/users", payload);	D:\Rutba\ERP\pos-auth\pages\users\new.js	75	26	
            await authApi.post('/crm-leads', payload);	D:\Rutba\ERP\pos-sale\components\AddLeadModal.js	54	26	
            await authApi.post('/cash-register-transactions', {	D:\Rutba\ERP\pos-sale\components\CashDrawTopUpModal.js	53	26	
            const res = await authApi.post('/cash-registers/open', { data: payload });	D:\Rutba\ERP\pos-sale\components\CashRegisterGuard.js	211	38	
            const res = await authApi.post('/customers', {	D:\Rutba\ERP\pos-sale\components\form\create-customer-form.js	27	38	
            await authApi.post("/sale-items", {	D:\Rutba\ERP\pos-sale\pages\cart.js	42	26	
        const sale = await authApi.post("/sales", {	D:\Rutba\ERP\pos-sale\pages\cart.js	19	35	
            await authApi.post("/cash-register-transactions", {	D:\Rutba\ERP\pos-sale\pages\cash-register.js	253	26	
            const res = await authApi.post("/cash-registers/open", { data: payload });	D:\Rutba\ERP\pos-sale\pages\cash-register.js	199	38	
                await authApi.post(crtEp.path, {	D:\Rutba\ERP\pos-sale\pages\[documentId]\sale-return.js	553	30	
            await authApi.post(pymEp.path, {	D:\Rutba\ERP\pos-sale\pages\[documentId]\sale-return.js	538	26	
            const retRes = await authApi.post(retEp.path, {	D:\Rutba\ERP\pos-sale\pages\[documentId]\sale-return.js	459	41	
                const returnItemRes = await authApi.post(riEp.path, {	D:\Rutba\ERP\pos-sale\pages\[documentId]\sale-return.js	510	52	
                await authApi.post('/purchases', { data: purchaseData });	D:\Rutba\ERP\pos-stock\components\form\purchase-form.js	73	30	
            const res = await authApi.post(`/branches/${selectedBranch}/archive-stock`, {	D:\Rutba\ERP\pos-stock\pages\archive-stock.js	120	38	
            const res = await authApi.post(`/branches/${selectedBranch}/archive-stock`, {	D:\Rutba\ERP\pos-stock\pages\archive-stock.js	146	38	
            const res = await authApi.post(`/branches/${selectedBranch}/unarchive-stock`, {	D:\Rutba\ERP\pos-stock\pages\archive-stock.js	201	38	
                const res = await authApi.post(ep.path, { data: payload });	D:\Rutba\ERP\pos-stock\pages\brands.js	174	42	
                await authApi.post('/stock-inputs', {	D:\Rutba\ERP\pos-stock\pages\bulk-stock-inputs.js	224	30	
            const res = await authApi.post('/stock-inputs/process', body);	D:\Rutba\ERP\pos-stock\pages\bulk-stock-inputs.js	267	38	
                const res = await authApi.post(ep.path, { data: payload });	D:\Rutba\ERP\pos-stock\pages\categories.js	178	42	
            const prodRes = await authApi.post(gpEp.path, {	D:\Rutba\ERP\pos-stock\pages\orphan-stock-items.js	302	42	
            const prodRes = await authApi.post(pEp.path, {	D:\Rutba\ERP\pos-stock\pages\orphan-stock-items.js	98	42	
            const prodRes = await authApi.post(pEp.path, {	D:\Rutba\ERP\pos-stock\pages\orphan-stock-items.js	232	42	
                await authApi.post('/stock-items', {	D:\Rutba\ERP\pos-stock\pages\products-bulk-edit.js	342	30	
                const res = await authApi.post(ep.path, { data: payload });	D:\Rutba\ERP\pos-stock\pages\suppliers.js	180	42	
            await authApi.post("/terms", { data: payload });	D:\Rutba\ERP\pos-stock\pages\term-types.js	236	26	
                    await authApi.post('/terms', { data: payload });	D:\Rutba\ERP\pos-stock\pages\term-types.js	386	34	
                const res = await authApi.post("/term-types", { data: payload });	D:\Rutba\ERP\pos-stock\pages\term-types.js	211	42	
            await authApi.post(createEp.path, { data });	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-stock-items.js	326	26	
                await authApi.post(siEp.path, { data });	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-stock-items.js	281	30	
            const res = await authApi.post(msEp.path, { data });	D:\Rutba\ERP\pos-stock\pages\[documentId]\product-stock-items.js	433	38	
        const res = await authApi.post('/purchases', {	D:\Rutba\ERP\pos-stock\pages\[documentId]\purchase.js	93	34	
            labelUrl:     bought.postage_label?.label_url,	D:\Rutba\ERP\pos-strapi\src\api\sale-order\services\easypost-service.js	93	33	
            await authApi.post(`/brand-groups/${docId}/publish`, {});	D:\Rutba\ERP\rutba-cms\pages\brand-groups.js	38	26	
            await authApi.post(`/brand-groups/${docId}/unpublish`, {});	D:\Rutba\ERP\rutba-cms\pages\brand-groups.js	52	26	
            try { await authApi.post(`/brand-groups/${docId}/publish`, {}); ok++; setGroups(prev => prev.map(g => g.documentId === docId ? { ...g, _isPublished: true } : g)); }	D:\Rutba\ERP\rutba-cms\pages\brand-groups.js	70	32	
            try { await authApi.post(`/brand-groups/${docId}/unpublish`, {}); ok++; setGroups(prev => prev.map(g => g.documentId === docId ? { ...g, _isPublished: false } : g)); }	D:\Rutba\ERP\rutba-cms\pages\brand-groups.js	85	32	
            await authApi.post(ep.path, {});	D:\Rutba\ERP\rutba-cms\pages\brands.js	41	26	
            await authApi.post(ep.path, {});	D:\Rutba\ERP\rutba-cms\pages\brands.js	56	26	
ocId); await authApi.post(buEp.path, {}); ok++; setBrands(prev => prev.map(b => b.documentId === docId ? { ...b, _isPublished: false } : b)); }	D:\Rutba\ERP\rutba-cms\pages\brands.js	89	79	
            try { const bpEp = BrandsEndpoints.publish(docId); await authApi.post(bpEp.path, {}); ok++; setBrands(prev => prev.map(b => b.documentId === docId ? { ...b, _isPublished: true } : b)); }	D:\Rutba\ERP\rutba-cms\pages\brands.js	74	77	
            await authApi.post(`/categories/${docId}/publish`, {});	D:\Rutba\ERP\rutba-cms\pages\categories.js	39	26	
            await authApi.post(`/categories/${docId}/unpublish`, {});	D:\Rutba\ERP\rutba-cms\pages\categories.js	53	26	
            try { await authApi.post(`/categories/${docId}/publish`, {}); ok++; setCategories(prev => prev.map(c => c.documentId === docId ? { ...c, _isPublished: true } : c)); }	D:\Rutba\ERP\rutba-cms\pages\categories.js	71	32	
            try { await authApi.post(`/categories/${docId}/unpublish`, {}); ok++; setCategories(prev => prev.map(c => c.documentId === docId ? { ...c, _isPublished: false } : c)); }	D:\Rutba\ERP\rutba-cms\pages\categories.js	86	32	
            await authApi.post(`/category-groups/${docId}/publish`, {});	D:\Rutba\ERP\rutba-cms\pages\category-groups.js	38	26	
            await authApi.post(`/category-groups/${docId}/unpublish`, {});	D:\Rutba\ERP\rutba-cms\pages\category-groups.js	52	26	
            try { await authApi.post(`/category-groups/${docId}/publish`, {}); ok++; setGroups(prev => prev.map(g => g.documentId === docId ? { ...g, _isPublished: true } : g)); }	D:\Rutba\ERP\rutba-cms\pages\category-groups.js	70	32	
            try { await authApi.post(`/category-groups/${docId}/unpublish`, {}); ok++; setGroups(prev => prev.map(g => g.documentId === docId ? { ...g, _isPublished: false } : g)); }	D:\Rutba\ERP\rutba-cms\pages\category-groups.js	85	32	
                        await authApi.post("/cms-footers", { data: row });	D:\Rutba\ERP\rutba-cms\pages\footers.js	200	38	
            await authApi.post(`/cms-footers/${docId}/publish`, {});	D:\Rutba\ERP\rutba-cms\pages\footers.js	97	26	
            await authApi.post(`/cms-footers/${docId}/unpublish`, {});	D:\Rutba\ERP\rutba-cms\pages\footers.js	111	26	
            try { await authApi.post(`/cms-footers/${docId}/publish`, {}); ok++; setFooters(prev => prev.map(f => f.documentId === docId ? { ...f, _isPublished: true } : f)); }	D:\Rutba\ERP\rutba-cms\pages\footers.js	129	32	
            try { await authApi.post(`/cms-footers/${docId}/unpublish`, {}); ok++; setFooters(prev => prev.map(f => f.documentId === docId ? { ...f, _isPublished: false } : f)); }	D:\Rutba\ERP\rutba-cms\pages\footers.js	144	32	
                await authApi.post('/media-library/files/move', {	D:\Rutba\ERP\rutba-cms\pages\media.js	173	30	
                await authApi.post('/media-library/files/move', {	D:\Rutba\ERP\rutba-cms\pages\media.js	283	30	
            await authApi.post('/media-library/files/move', {	D:\Rutba\ERP\rutba-cms\pages\media.js	328	26	
            await authApi.post('/media-library/files/move', {	D:\Rutba\ERP\rutba-cms\pages\media.js	348	26	
            await authApi.post('/media-library/folders', { name: newFolderName.trim(), parent: parentId });	D:\Rutba\ERP\rutba-cms\pages\media.js	74	26	
                        await authApi.post(crEp.path, { data: row });	D:\Rutba\ERP\rutba-cms\pages\pages.js	212	38	
            await authApi.post(ep.path, {});	D:\Rutba\ERP\rutba-cms\pages\pages.js	104	26	
            await authApi.post(ep.path, {});	D:\Rutba\ERP\rutba-cms\pages\pages.js	119	26	
ocId); await authApi.post(buEp.path, {}); ok++; setPages(prev => prev.map(p => p.documentId === docId ? { ...p, _isPublished: false } : p)); }	D:\Rutba\ERP\rutba-cms\pages\pages.js	152	81	
            try { const bpEp = CmsPagesEndpoints.publish(docId); await authApi.post(bpEp.path, {}); ok++; setPages(prev => prev.map(p => p.documentId === docId ? { ...p, _isPublished: true } : p)); }	D:\Rutba\ERP\rutba-cms\pages\pages.js	137	79	
            await authApi.post(`/products/${docId}/publish`, {});	D:\Rutba\ERP\rutba-cms\pages\products.js	89	26	
            await authApi.post(`/products/${docId}/unpublish`, {});	D:\Rutba\ERP\rutba-cms\pages\products.js	111	26	
            await authApi.post("/site-setting/discard", {});	D:\Rutba\ERP\rutba-cms\pages\site-settings.js	114	26	
            await authApi.post("/site-setting/publish", {});	D:\Rutba\ERP\rutba-cms\pages\site-settings.js	99	26	
            await authApi.post(`/brand-groups/${documentId}/publish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand-group.js	103	26	
            await authApi.post(`/brand-groups/${documentId}/unpublish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand-group.js	117	26	
                const res = await authApi.post("/brand-groups", payload);	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand-group.js	77	42	
            await authApi.post(`/brands/${documentId}/publish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand.js	110	26	
            await authApi.post(`/brands/${documentId}/unpublish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand.js	124	26	
                const res = await authApi.post("/brands", {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\brand.js	65	42	
            await authApi.post(`/category-groups/${documentId}/publish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category-group.js	103	26	
            await authApi.post(`/category-groups/${documentId}/unpublish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category-group.js	117	26	
                const res = await authApi.post("/category-groups", payload);	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category-group.js	77	42	
            await authApi.post(`/categories/${documentId}/publish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category.js	114	26	
            await authApi.post(`/categories/${documentId}/unpublish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category.js	128	26	
                const res = await authApi.post("/categories", {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\category.js	69	42	
            await authApi.post(`/cms-footers/${documentId}/publish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-footer.js	198	26	
            await authApi.post(`/cms-footers/${documentId}/unpublish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-footer.js	212	26	
                const res = await authApi.post("/cms-footers", payload);	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-footer.js	167	42	
            await authApi.post(`/cms-pages/${documentId}/publish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-page.js	214	26	
            await authApi.post(`/cms-pages/${documentId}/unpublish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-page.js	228	26	
                const res = await authApi.post("/cms-pages", payload);	D:\Rutba\ERP\rutba-cms\pages\[documentId]\cms-page.js	171	42	
                const res = await authApi.post("/delivery-methods", buildPayload());	D:\Rutba\ERP\rutba-cms\pages\[documentId]\delivery-method.js	190	42	
        const res = await authApi.post("/notification-templates", buildPayload());	D:\Rutba\ERP\rutba-cms\pages\[documentId]\notification-template.js	91	34	
            await authApi.post(`/product-groups/${documentId}/publish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product-group.js	166	26	
            await authApi.post(`/product-groups/${documentId}/unpublish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product-group.js	180	26	
                const res = await authApi.post("/product-groups", payload);	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product-group.js	129	42	
            await authApi.post("/product-groups", {	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product.js	270	26	
                await authApi.post(`/products/${created.documentId}/publish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product.js	150	30	
                await authApi.post(`/products/${documentId}/publish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product.js	155	30	
            await authApi.post(`/products/${documentId}/unpublish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product.js	170	26	
                const res = await authApi.post("/products", { data });	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product.js	148	42	
                const res = await authApi.post("/products", { data: { ...payload, status: "draft" } });	D:\Rutba\ERP\rutba-cms\pages\[documentId]\product.js	120	42	
            await authApi.post(`/sale-offers/${documentId}/publish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\sale-offer.js	170	26	
            await authApi.post(`/sale-offers/${documentId}/unpublish`, {});	D:\Rutba\ERP\rutba-cms\pages\[documentId]\sale-offer.js	184	26	
                const res = await authApi.post("/sale-offers", buildPayload());	D:\Rutba\ERP\rutba-cms\pages\[documentId]\sale-offer.js	151	42	
                result = await authApi.post('/crm-leads', payload);	D:\Rutba\ERP\rutba-crm\components\form\LeadForm.js	95	39	
                await authApi.post("/hr-employees", payload, jwt);	D:\Rutba\ERP\rutba-hr\pages\hr-employee-management.js	109	30	
            await authApi.post("/hr-leave-requests", {	D:\Rutba\ERP\rutba-hr\pages\leave-requests.js	51	26	
            await authApi.post(`/hr-leave-requests/${documentId}/${action}`, {}, jwt);	D:\Rutba\ERP\rutba-hr\pages\leave-requests.js	73	26	
                await authApi.post("/hr-teams", payload, jwt);	D:\Rutba\ERP\rutba-hr\pages\teams.js	127	30	
                    <td className="small">{z.postal_code_patterns || "—"}</td>	D:\Rutba\ERP\rutba-order-management\pages\delivery-zones.js	207	45	
      await authApi.post("/delivery-zones", {	D:\Rutba\ERP\rutba-order-management\pages\delivery-zones.js	64	20	
          postal_code_patterns: newZone.postal_code_patterns.trim() || null,	D:\Rutba\ERP\rutba-order-management\pages\delivery-zones.js	70	40	
                    value={newZone.postal_code_patterns}	D:\Rutba\ERP\rutba-order-management\pages\delivery-zones.js	154	35	
      await authApi.post("/riders", {	D:\Rutba\ERP\rutba-order-management\pages\riders.js	72	20	
        const res = await authApi.post("/delivery-methods", buildPayload());	D:\Rutba\ERP\rutba-order-management\pages\[documentId]\delivery-method.js	92	34	
        const res = await authApi.post("/notification-templates", buildPayload());	D:\Rutba\ERP\rutba-order-management\pages\[documentId]\notification-template.js	93	34	
      await authApi.post(`/sale-orders/${documentId}/assign-rider`, { rider_document_id: riderDocumentId });	D:\Rutba\ERP\rutba-order-management\pages\[documentId]\sale-order.js	256	20	
      await authApi.post(`/sale-orders/${documentId}/update-status`, {	D:\Rutba\ERP\rutba-order-management\pages\[documentId]\sale-order.js	239	20	
        const res = await authApi.post("/sale-orders", payload);	D:\Rutba\ERP\rutba-order-management\pages\[documentId]\sale-order.js	191	34	
      await authApi.post(`/rider/deliveries/${id}/status`, { status }, jwt);	D:\Rutba\ERP\rutba-rider\pages\deliveries\[id].js	44	20	
      await authApi.post(`/sale-orders/${id}/messages`, { message: msg }, jwt);	D:\Rutba\ERP\rutba-rider\pages\deliveries\[id].js	58	20	
      await authApi.post(`/rider/delivery-offers/${id}/reject`, {}, jwt);	D:\Rutba\ERP\rutba-rider\pages\delivery-offers\[id].js	63	20	
      const res = await authApi.post(`/rider/delivery-offers/${id}/accept`, {}, jwt);	D:\Rutba\ERP\rutba-rider\pages\delivery-offers\[id].js	45	32	
                await authApi.post("/social-accounts", payload);	D:\Rutba\ERP\rutba-social\pages\accounts.js	82	30	
                await authApi.post('/media-library/files/move', {	D:\Rutba\ERP\rutba-social\pages\media.js	173	30	
                await authApi.post('/media-library/files/move', {	D:\Rutba\ERP\rutba-social\pages\media.js	283	30	
            await authApi.post('/media-library/files/move', {	D:\Rutba\ERP\rutba-social\pages\media.js	328	26	
            await authApi.post('/media-library/files/move', {	D:\Rutba\ERP\rutba-social\pages\media.js	348	26	
            await authApi.post('/media-library/folders', { name: newFolderName.trim(), parent: parentId });	D:\Rutba\ERP\rutba-social\pages\media.js	74	26	
            const res = await authApi.post("/social-posts", payload);	D:\Rutba\ERP\rutba-social\pages\posts\create.js	117	38	
                                                    {(post.post_status || "draft").replace("_", " ")}	D:\Rutba\ERP\rutba-social\pages\posts\index.js	253	59	
                                                <span className={`badge ${POST_STATUS_BADGES[post.post_status] || "bg-secondary"}`}>	D:\Rutba\ERP\rutba-social\pages\posts\index.js	252	98	
            await authApi.post(`/social-posts/${docId}/publish`, {});	D:\Rutba\ERP\rutba-social\pages\posts\index.js	55	26	
            await authApi.post(`/social-posts/${docId}/unpublish`, {});	D:\Rutba\ERP\rutba-social\pages\posts\index.js	69	26	
            if (statusFilter !== 'all') filters.post_status = { $eq: statusFilter };	D:\Rutba\ERP\rutba-social\pages\posts\index.js	122	48	
            try { await authApi.post(`/social-posts/${docId}/publish`, {}); ok++; setPosts(prev => prev.map(p => p.documentId === docId ? { ...p, _isPublished: true } : p)); }	D:\Rutba\ERP\rutba-social\pages\posts\index.js	87	32	
            try { await authApi.post(`/social-posts/${docId}/unpublish`, {}); ok++; setPosts(prev => prev.map(p => p.documentId === docId ? { ...p, _isPublished: false } : p)); }	D:\Rutba\ERP\rutba-social\pages\posts\index.js	102	32	
                        {(post.post_status || "draft").replace("_", " ")}	D:\Rutba\ERP\rutba-social\pages\posts\[documentId].js	278	31	
                    <span className={`badge ${STATUS_BADGES[post.post_status] || "bg-secondary"} ms-2`}>	D:\Rutba\ERP\rutba-social\pages\posts\[documentId].js	277	65	
            await authApi.post(`/social-posts/${documentId}/publish`, {});	D:\Rutba\ERP\rutba-social\pages\posts\[documentId].js	184	26	
            await authApi.post(`/social-posts/${documentId}/unpublish`, {});	D:\Rutba\ERP\rutba-social\pages\posts\[documentId].js	199	26	
            setPostStatus(p.post_status || "draft");	D:\Rutba\ERP\rutba-social\pages\posts\[documentId].js	80	28	
            setPostStatus(p.post_status || "draft");	D:\Rutba\ERP\rutba-social\pages\posts\[documentId].js	225	28	
            await authApi.post("/return-requests", {	D:\Rutba\ERP\rutba-web-user\pages\returns.js	37	26	
            await authApi.post(`/sale-orders/${documentId}/messages`, { message }, jwt);	D:\Rutba\ERP\rutba-web-user\pages\[documentId]\sale-order.js	54	26	
    const response = await axios.post(`${BASE_URL}auth/local`, {	D:\Rutba\ERP\rutba-web\src\services\auth.ts	12	33	
    const response: ResponseAuth = await axios.post(	D:\Rutba\ERP\rutba-web\src\services\auth.ts	49	47	
    const req = await axios.post(	D:\Rutba\ERP\rutba-web\src\services\checkout.ts	21	28	
    const req = await axios.post(	D:\Rutba\ERP\rutba-web\src\services\checkout.ts	55	28	
    const req = await axios.post(BASE_URL + "orders/checkout/shipping-rate", {	D:\Rutba\ERP\rutba-web\src\services\checkout.ts	38	28	
    const res = await axios.post(	D:\Rutba\ERP\rutba-web\src\services\delivery.ts	37	28	
    const res = await axios.post(BASE_URL + 'orders/calculate-delivery', params);	D:\Rutba\ERP\rutba-web\src\services\delivery.ts	16	28	
    const response = await axios.post(`${BASE_URL}crm-leads`, {	D:\Rutba\ERP\rutba-web\src\services\leads.ts	26	33	
                                            "$ref": "#/components/schemas/VPS.V1.PostInstallScript.PostInstallScriptCollection"	D:\Rutba\ERP\scripts\deploy-tmp\openapi.json	2780	81	
                                    "$ref": "#/components/schemas/VPS.V1.PostInstallScript.PostInstallScriptResource"	D:\Rutba\ERP\scripts\deploy-tmp\openapi.json	2670	73	
                                    "$ref": "#/components/schemas/VPS.V1.PostInstallScript.PostInstallScriptResource"	D:\Rutba\ERP\scripts\deploy-tmp\openapi.json	2711	73	
                                    "$ref": "#/components/schemas/VPS.V1.PostInstallScript.PostInstallScriptResource"	D:\Rutba\ERP\scripts\deploy-tmp\openapi.json	2822	73	
                    "$ref": "#/components/schemas/VPS.V1.PostInstallScript.PostInstallScriptResource"	D:\Rutba\ERP\scripts\deploy-tmp\openapi.json	7399	57	
                                "$ref": "#/components/schemas/VPS.V1.PostInstallScript.StoreRequest"	D:\Rutba\ERP\scripts\deploy-tmp\openapi.json	2700	69	
                                "$ref": "#/components/schemas/VPS.V1.PostInstallScript.StoreRequest"	D:\Rutba\ERP\scripts\deploy-tmp\openapi.json	2811	69	
                "description": "Array of [`VPS.V1.PostInstallScript.PostInstallScriptResource`](#model/vpsv1postinstallscriptpostinstallscriptresource)",	D:\Rutba\ERP\scripts\deploy-tmp\openapi.json	7396	50	
            "VPS.V1.PostInstallScript.PostInstallScriptCollection": {	D:\Rutba\ERP\scripts\deploy-tmp\openapi.json	7395	20	
            "VPS.V1.PostInstallScript.PostInstallScriptResource": {	D:\Rutba\ERP\scripts\deploy-tmp\openapi.json	7402	20	
            "VPS.V1.PostInstallScript.StoreRequest": {	D:\Rutba\ERP\scripts\deploy-tmp\openapi.json	4856	20	
ection - https://www.postman.com/hostinger-api\n- WHMCS module - https://github.com/hostinger/api-whmcs-plugin\n# Change log\nFor information on the latest changes to the API,\nplease refer to the [ch	D:\Rutba\ERP\scripts\deploy-tmp\openapi.json	5	3041	


Put Requests

Code	File	Line	Column	Kind
                await authApi.put(`/products/${docId}?status=draft`, {	D:\Rutba\ERP\packages\pos-shared\components\BulkProductActions.js	50	30	
                    await authApi.put(`/products/${getEntryId(product)}`, {	D:\Rutba\ERP\packages\pos-shared\components\ProductGalleryManager.js	218	34	
            await authApi.put(`/products/${getEntryId(product)}`, {	D:\Rutba\ERP\packages\pos-shared\components\ProductGalleryManager.js	264	26	
            await authApi.put(`/products/${getEntryId(product)}`, {	D:\Rutba\ERP\packages\pos-shared\components\ProductGalleryManager.js	334	26	
            await authApi.put(`/products/${getEntryId(product)}`, {	D:\Rutba\ERP\packages\pos-shared\components\ProductGalleryManager.js	364	26	
                    await authApi.put(`/products/${mediaLibraryTarget}`, {	D:\Rutba\ERP\packages\pos-shared\components\ProductGalleryManager.js	232	34	
            await authApi.put(`/products/${parentDocId}`, {	D:\Rutba\ERP\packages\pos-shared\components\ProductGalleryManager.js	480	26	
            await authApi.put(`/products/${parentDocId}`, {	D:\Rutba\ERP\packages\pos-shared\components\ProductGalleryManager.js	534	26	
            await authApi.put(`/products/${sourceVariantDocId}`, {	D:\Rutba\ERP\packages\pos-shared\components\ProductGalleryManager.js	399	26	
            await authApi.put(`/products/${targetVariantDocId}`, {	D:\Rutba\ERP\packages\pos-shared\components\ProductGalleryManager.js	402	26	
            await authApi.put(`/products/${targetVariantDocId}`, {	D:\Rutba\ERP\packages\pos-shared\components\ProductGalleryManager.js	436	26	
            await authApi.put(`/products/${variantDocId}`, {	D:\Rutba\ERP\packages\pos-shared\components\ProductGalleryManager.js	159	26	
            await authApi.put(`/products/${variantDocId}`, {	D:\Rutba\ERP\packages\pos-shared\components\ProductGalleryManager.js	267	26	
            await authApi.put(`/products/${variantDocId}`, {	D:\Rutba\ERP\packages\pos-shared\components\ProductGalleryManager.js	298	26	
            await authApi.put(`/products/${variantDocId}`, {	D:\Rutba\ERP\packages\pos-shared\components\ProductGalleryManager.js	331	26	
                await authApi.put(`/products/${getEntryId(product)}`, {	D:\Rutba\ERP\packages\pos-shared\components\ProductVariantManager.js	121	30	
            await authApi.put(`/products/${getEntryId(product)}`, {	D:\Rutba\ERP\packages\pos-shared\components\ProductVariantManager.js	140	26	
                await authApi.put(`/products/${variantDocId}`, {	D:\Rutba\ERP\packages\pos-shared\components\ProductVariantManager.js	162	30	
            await authApi.put(`/products/${variantDocId}`, {	D:\Rutba\ERP\packages\pos-shared\components\ProductVariantManager.js	180	26	
            await authApi.put('/media-library/folders/' + folderId, { name: renameValue.trim() });	D:\Rutba\ERP\packages\pos-shared\components\StrapiMediaLibrary.js	217	26	
            const response = await authApi.put(`/branches/${branch.documentId}`, { data: { printSettings: merged } });	D:\Rutba\ERP\packages\pos-shared\context\UtilContext.js	186	43	
    const res = await axios.put(`${API_URL}${path}`, data, {	D:\Rutba\ERP\packages\pos-shared\lib\api.js	162	28	
        ? await authApi.put(ep.path, { data })	D:\Rutba\ERP\packages\pos-shared\lib\pos\save.js	97	24	
        await authApi.put(stockEp.path, {	D:\Rutba\ERP\packages\pos-shared\lib\pos\save.js	22	22	
        const res = await authApi.put(ep.path, { data: prepareForPut(item, []) });	D:\Rutba\ERP\packages\pos-shared\lib\pos\save.js	153	34	
        const res = await authApi.put(ep.path, { data: prepareForPut(purchaseData, []) });	D:\Rutba\ERP\packages\pos-shared\lib\pos\save.js	135	34	
    return await authApi.put(ep.path, {	D:\Rutba\ERP\packages\pos-shared\lib\pos\save.js	38	25	
    return await authApi.put(ep.path, {	D:\Rutba\ERP\packages\pos-shared\lib\pos\save.js	52	25	
                    await authApi.put(	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	320	34	
                await authApi.put(brEp.path, {	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	450	30	
            await authApi.put(custUpdEp.path, {	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	196	26	
                await authApi.put(pymtUpdEp.path, {	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	247	30	
            await authApi.put(remSiEp.path, {	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	373	26	
                    await authApi.put(remStEp.path, {	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	359	34	
                await authApi.put(riStEp.path, {	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	485	30	
                    await authApi.put(srUpdEp.path, { data: updates });	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	446	34	
        const res = await authApi.put(ep.path);	D:\Rutba\ERP\packages\pos-shared\lib\saleApi.js	73	34	
